,title,date,result,explain,tag
245,日媒：美疾控2月14日称部分流感患者死于新冠肺炎,2020-02-22,假,谣言,"['新冠肺炎', '美国流感']"
246,外出检测体温，最好测手腕！ 红外线测温仪伤害眼睛,2020-02-22,疑,有失实,"['红外线体温计', '视力']"
247,知网限时免费赠送论文查重券,2020-02-22,假,谣言,"['论文查重', '限时免费']"
248,病毒会沾在头发上，每次外出回家都需要洗头,2020-02-22,疑,有失实,"['洗头', '新型冠状病毒']"
249,循环使用的地铁票会传播病毒,2020-02-22,疑,有失实,"['地铁票', '新型冠状病毒']"
250,使用二氧化氯贴片能预防新型冠状病毒，且无毒无害,2020-02-21,疑,有失实,"['新型冠状病毒', '肺炎']"
251,新型冠状病毒能通过皮肤侵入人体,2020-02-21,假,谣言,"['新型冠状病毒', '皮肤']"
252,全国30个省市疫情结束倒计时已正式公布,2020-02-21,假,谣言,"['新型冠状病毒', '肺炎']"
253,闻到新冠肺炎患者的屁，就会感染新冠病毒,2020-02-21,疑,有失实,"['新冠肺炎患者', '屁']"
254,柬埔寨首相洪森确诊新冠肺炎,2020-02-21,假,谣言,"['新冠病毒', '肺炎']"
255,土霉素对新型冠状病毒肺炎治疗有效,2020-02-21,假,谣言,"['新型冠状病毒', '土霉素']"
256,钟南山预测：3月10日后各地将陆续解除限制,2020-02-21,假,谣言,"['钟南山', '新型冠状病毒肺炎']"
257,武汉长江大桥燃放烟花驱疫,2020-02-21,假,谣言,"['武汉', '烟花']"
258,江苏省内所有卡点于2月20日晚全部拆除,2020-02-21,假,谣言,"['新型冠状病毒', '江苏省']"
259,视频：钟南山看望林正斌教授，林教授哀求：救救我,2020-02-20,假,谣言,"['钟南山', '林正斌']"
260,深圳的学校将于3月2日起分批开学,2020-02-20,假,谣言,"['深圳', '学校']"
261,新型冠状病毒是由实验室制造的生物武器,2020-02-20,假,谣言,"['世卫组织', '新型冠状病毒']"
262,流行性传染病暴发后，找到零号病人至关重要,2020-02-20,疑,分情况,"['零号病人', '新型冠状病毒']"
263,国家发口罩钱了，微信医疗健康每日都能领福利,2020-02-20,疑,有失实,"['健康金', '口罩']"
264,自来水采用上限标准加氯消毒，用水时最少静置两小时,2020-02-20,假,谣言,"['自来水', '氯气']"
265,买回家的蔬菜必须用75%的酒精消毒,2020-02-20,假,伪科学,"['新型冠状病毒', '蔬菜']"
266,蜂毒（蜂针和蜂毒注射液治疗）能抑制新型冠状病毒,2020-02-20,假,谣言,"['新型冠状病毒', '蜜蜂']"
267,北京大中小学将于3月初开学,2020-02-19,假,谣言,"['北京', '开学']"
268,新型冠状病毒损伤肾脏和睾丸，因此会影响生育,2020-02-19,疑,尚无定论,"['新型冠状病毒', '肾脏']"
269,中国要满足28天无新增病例的摘帽规则才能启动复航,2020-02-19,假,谣言,"['WHO', '新型冠状病毒']"
270,成都、宁波、福州等地学校将于3月2日开学,2020-02-19,假,谣言,['']
271,温州出现新病毒，490例里40%是全新变异的病毒,2020-02-19,假,谣言,"['温州', '病毒变异']"
272,重楼可以抑制新型冠状病毒,2020-02-18,疑,尚无定论,"['重楼', '新型冠状病毒']"
273,毛桃根可抗新型冠状病毒,2020-02-18,假,谣言,"['毛桃根', '新型冠状病毒']"
274,疫情期间从医院等地回收的现金将直接被销毁,2020-02-18,疑,分情况,"['现金', '消毒']"
275,胡柚能治疗新型冠状病毒肺炎,2020-02-18,假,谣言,"['胡柚', '新型冠状病毒']"
276,轻症患者手粘唾液触碰眼口鼻会转化为重症,2020-02-18,假,谣言,"['新型冠状病毒', '唾液']"
277,磷酸氯喹是治疗新冠肺炎的特效药,2020-02-18,疑,尚无定论,"['新型冠状病毒', '肺炎']"
278,威士忌加蜂蜜加开水对抗新冠肺炎有效,2020-02-17,假,谣言,"['威士忌', '蜂蜜']"
279,杨桃叶子泡水喝能预防新型冠状病毒,2020-02-17,假,谣言,"['杨桃叶子', '新型冠状病毒']"
280,华南海鲜市场供货商徐翠芹发文忏悔,2020-02-17,假,谣言,"['华南海鲜市场', '徐翠芹']"
281,在口罩中间垫上餐巾纸可以有效阻断新冠病毒,2020-02-17,假,伪科学,"['口罩', '餐巾纸']"
282,新型冠状病毒会通过眼结膜传染,2020-02-17,疑,尚无定论,"['新型冠状病毒', '眼结膜']"
283,灵芝可以预防新型冠状病毒,2020-02-17,疑,尚无定论,"['灵芝', '新型冠状病毒']"
284,别吃淡水鱼！确认粪口传播，很多地方在鱼塘洗便桶,2020-02-17,假,谣言,"['淡水鱼', '粪口传播']"
285,鱼腥草可以预防和治疗新型冠状病毒肺炎,2020-02-17,假,伪科学,"['鱼腥草', '新型冠状病毒']"
286,“追殡葬车哭着喊妈妈”的女孩去世了,2020-02-16,假,谣言,"['武汉', '新型冠状病毒']"
287,燕窝可以提升免疫系统，预防新型冠状病毒,2020-02-16,假,伪科学,"['新型冠状病毒', '燕窝']"
288,武汉病毒所女研究生黄燕玲是新冠肺炎零号病人,2020-02-16,假,谣言,"['新型冠状病毒肺炎', '零号病人']"
289,大家可以用室内臭氧去杀死新型冠状病毒,2020-02-16,假,伪科学,"['室内臭氧', '消毒']"
290,多喝热水姜汤、运动、盖被子、晒太阳能预防新冠病毒,2020-02-16,假,谣言,"['新型冠状病毒', '热水']"
291,艾叶和艾灸可以杀毒除菌，预防新型冠状病毒肺炎,2020-02-16,疑,存在争议,"['艾草', '肺炎']"
292,2月17日起至疫情防控结束全国高速所有车免费通行,2020-02-16,真,确有此事,"['新冠肺炎', '高速公路']"
293,下雪天不要玩雪，会感染新型冠状病毒,2020-02-16,假,谣言,"['雪天', '玩雪']"
294,沉香可以预防新型冠状病毒,2020-02-15,假,谣言,"['新型冠状病毒', '沉香']"
295,化橘红可以缓解新型冠状病毒肺炎症状,2020-02-15,疑,尚无定论,"['新型冠状病毒', '化橘红']"
296,卫生间排气扇形成的负压会把下水管的病菌抽在空气里,2020-02-15,疑,有失实,"['排气扇', '病菌']"
297,美国华裔专家的“自救措施”能治疗新型冠状病毒肺炎,2020-02-15,假,伪科学,"['维生素C', '新型冠状病毒']"
298,澳洲斥资20亿澳元专门开发新冠肺炎疫苗,2020-02-15,疑,有失实,"['澳大利亚', '新型冠状病毒']"
299,印度南部新冠肺炎大爆发，几十人确诊数千人隔离,2020-02-15,假,假新闻,"['印度', '新型冠状病毒']"
300,穿防静电服能隔绝新型冠状病毒,2020-02-15,假,伪科学,"['新型冠状病毒', '医用防护服']"
301,共用水银腋下体温针会造成交叉传染,2020-02-15,假,谣言,"['新型冠状病毒', '接触传播']"
302,湖北产的大米上可能有新型冠状病毒,2020-02-15,假,谣言,"['湖北', '大米']"
303,疫情期间吃水果必须削皮,2020-02-15,假,谣言,"['水果', '新型冠状病毒']"
304,煮好的花椒水可以医治新型冠状病毒肺炎,2020-02-15,假,谣言,"['新型冠状病毒', '花椒']"
305,等离子空气消毒机可以杀灭新型冠状病毒,2020-02-15,疑,尚无定论,"['等离子', '新型冠状病毒']"
306,香囊可以预防新型冠状病毒,2020-02-14,假,伪常识,"['香囊', '新型冠状病毒']"
307,戴隐形眼镜会增加感染新冠病毒的几率,2020-02-14,假,伪科学,"['隐形眼镜', '增加染病风险']"
308,新冠病毒康复者的血浆能有效治疗重症患者,2020-02-14,疑,尚无定论,"['血浆', '新型冠状病毒']"
309,浙江一新生儿取名为“戴口罩”,2020-02-14,假,谣言,"['浙江', '新生儿']"
310,2月16日温州市居民出行正常化,2020-02-14,假,谣言,"['温州', '新型冠状病毒']"
311,因为喝马黛茶，阿根廷人很少得传染病,2020-02-14,假,谣言,"['阿根廷', '马黛茶']"
312,含有抗菌成分的肥皂比普通肥皂有效,2020-02-14,假,伪科学,"['肥皂', '抗菌']"
313,准备15个口罩，一天一个，用完密封，可以循环使用,2020-02-14,疑,有失实,"['新型冠状病毒', '口罩']"
314,疫情大爆发，上海新增确诊病例三千多例,2020-02-13,假,谣言,"['上海', '新型冠状病毒']"
315,天气暖和从南方回归北方的鸟会带回病毒，感染人类,2020-02-13,疑,有失实,"['新型冠状病毒', '疾病传播']"
316,甘草酸二铵＋维生素C＋芦丁片可以缓解新冠肺炎,2020-02-13,疑,尚无定论,"['甘草酸二铵', '维生素C']"
317,钟南山团队研究表明，吸烟者病毒感染率远低于非烟民,2020-02-13,假,谣言,"['钟南山', '吸烟']"
318,武汉男子口罩喷酒精戴，坐电梯遇84消毒瞬间死亡,2020-02-13,假,谣言,"['酒精', '84消毒液']"
319,网上流传的“日本冠状病毒防疫指南”是日本官方指南,2020-02-13,假,谣言,"['冠状病毒', '日本']"
320,有空看看，东部战区总院呼吸科权威宋勇新冠病毒回答,2020-02-13,假,谣言,"['宋勇', '新冠肺炎']"
321,吃野菜会感染新型冠状病毒,2020-02-13,假,谣言,"['野菜', '新型冠状病毒']"
322,进门前把衣物放到整理箱密封，4小时后细菌就死透了,2020-02-13,假,伪科学,"['新型冠状病毒', '酒精']"
323,肺部自测：憋气50秒以上，肺功能强大,2020-02-13,假,伪科学,"['憋气', '肺炎']"
324,每15分钟喝一口水保持喉咙湿润可预防新型冠状病毒,2020-02-13,假,伪科学,"['新型冠状病毒', '传染病']"
325,上海市已经官宣5月1日开学,2020-02-12,假,谣言,"['上海', '教育']"
326,阴雨天和大雾天会增加新冠病毒感染风险,2020-02-12,疑,尚无定论,"['新型冠状病毒', '传染病']"
327,男性精液能抑制新型冠状病毒,2020-02-12,假,谣言,"['新型冠状病毒', '埃博拉病毒']"
328,左氟沙星眼药水可以防止新冠病毒从眼部进入,2020-02-12,假,谣言,"['左氟沙星眼药水', '新型冠状病毒']"
329,武汉火神山医院3万月薪招保洁员,2020-02-12,假,谣言,"['武汉', '火神山医院']"
330,湖北随州一家人因染病厌世从27楼往下撒钱,2020-02-12,假,谣言,"['湖北随州', '新型冠状病毒']"
331,钟南山称赞吃牛羊肉的蒙古同胞身体好,2020-02-12,假,谣言,"['钟南山', '牛羊肉']"
332,拔头两侧的白发可以防治新型冠状病毒肺炎,2020-02-12,假,谣言,"['新型冠状病毒', '接触性皮炎']"
333,钟南山亲自送女儿援助湖北,2020-02-12,假,谣言,"['钟南山', '李少芬']"
334,雄黄可以杀死新型冠状病毒,2020-02-12,假,伪科学,"['雄黄', '新型冠状病毒']"
335,99.7%的无水乙醇可以稀释到75%后作消毒用,2020-02-12,真,确实如此,"['消毒', '乙醇']"
336,用火烧不着的口罩是真口罩,2020-02-11,假,伪科学,"['口罩', '材质']"
337,松茸蘑菇能预防新型冠状病毒,2020-02-11,假,伪科学,"['松茸', '新型冠状病毒']"
338,新型冠状病毒肺炎是自限性疾病,2020-02-11,真,确实如此,"['新冠肺炎', '自限性疾病']"
339,塑料袋装水堵地漏，能防止气溶胶传播病毒,2020-02-11,假,伪科学,"['地漏', '气溶胶传播']"
340,苏州一企业提前开工员工确认感染，隔离200余人,2020-02-11,假,谣言,"['苏州', '新型冠状病毒']"
341,口罩放到烤箱烤30分钟后还可以继续使用,2020-02-11,疑,分情况,"['口罩', '消毒']"
342,印尼因为费用太高不对回国学生检测,2020-02-11,疑,有失实,"['印尼', '撤侨']"
343,益生菌能防治新型冠状病毒肺炎,2020-02-11,假,谣言,['益生菌']
344,非上海户籍不再列入新增确诊病例中,2020-02-11,假,谣言,"['新型冠状病毒肺炎', '上海']"
345,闻洋葱能预防新型冠状病毒肺炎,2020-02-10,假,谣言,"['新型冠状病毒', '洋葱']"
346,钟南山：新冠肺炎治愈后会留后遗症，比SARS严重,2020-02-10,假,谣言,"['钟南山', '新冠肺炎']"
347,来自抗击疫情一线消息，李留树博士刚从武汉打来电话,2020-02-10,假,谣言,"['瑞德西韦', '新型冠状病毒']"
348,深呼吸后屏气5-10秒，如果没咳嗽，说明没有肺炎,2020-02-10,假,谣言,"['深呼吸', '新型冠状病毒']"
349,用纸尿裤（尿不湿）制作口罩可防护新型冠状病毒感染,2020-02-10,假,伪科学,"['新型冠状病毒', '尿不湿']"
350,济南市2月10日晚上12点大面积消杀、消毒,2020-02-10,假,谣言,"['济南', '主干道消杀']"
351,2月9、10日晚，广州采取雾炮，对全城进行大消杀,2020-02-10,假,谣言,"['广州', '新型冠状病毒']"
352,北京2月10日晚对全市主干道进行大面积消毒工作,2020-02-10,假,谣言,"['北京', '新型冠状病毒']"
353,哈佛八剑客、李开复、庄晓莹集体回国援助武汉,2020-02-10,假,谣言,"['哈佛八剑客', '新型冠状病毒']"
354,可以通过防水与否鉴别口罩的真假,2020-02-10,假,伪科学,"['新型冠状病毒', '口罩']"
355,吃猪肉会感染新型冠状病毒,2020-02-10,假,谣言,"['猪肉', '新型冠状病毒']"
356,外国人去过公厕就感染，机场车站公厕高风险，别去,2020-02-10,疑,有失实,"['新型冠状病毒', '粪口传播']"
357,为了降低气溶胶传播几率，应该把二氧化氯放进加湿器,2020-02-10,假,谣言,"['新型冠状病毒', '气溶胶传播']"
358,新型冠状病毒就是SARS冠状病毒,2020-02-09,假,谣言,['新型冠状病毒']
359,公共厕所常见的干手器能在30秒内杀死新型冠状病毒,2020-02-09,假,伪科学,"['新型冠状病毒', '干手机']"
360,山东兰陵县146万人无一感染，因其为大蒜种植区,2020-02-09,假,谣言,"['山东兰陵县', '大蒜']"
361,电动口罩可以预防新型冠状病毒,2020-02-09,疑,分情况,"['电动口罩', '新型冠状病毒']"
362,李文亮医生生前视频曝光,2020-02-09,假,谣言,"['李文亮医生', '跳舞']"
363,气溶胶多在ICU因呼吸机等操作产生，一般环境罕见,2020-02-09,真,确实如此,"['气溶胶', '新型冠状病毒']"
364,北京乘坐公交地铁要看身份证,2020-02-09,假,谣言,"['北京', '地铁']"
365,成都乘坐公共交通工具需要身份证,2020-02-09,假,谣言,"['成都', '公共交通工具']"
366,成都每户家庭每两天只可安排一人外出买东西,2020-02-09,假,谣言,"['成都', '社区管理']"
367,哈尔滨市坐公交得出示身份证,2020-02-09,假,谣言,"['哈尔滨', '坐公交']"
368, 澳洲华人捐赠的物资“乘专机”返华,2020-02-09,假,谣言,"['澳洲', '肯尼亚']"
369,南京市乘坐公共交通工具要带身份证,2020-02-09,假,谣言,"['公共交通', '身份证']"
370,南京全市主干道今晚12点进行大面积消杀,2020-02-09,假,谣言,"['南京', '传染病']"
371,无症状患者也可以传播新型冠状病毒,2020-02-09,真,确实如此,"['新型冠状病毒', '传染病']"
372,抗生素能有效预防和治疗新型冠状病毒,2020-02-09,假,谣言,"['新型冠状病毒', '抗生素']"
373,对口罩喷酒精消毒后可以反复使用,2020-02-08,疑,有失实,"['口罩', '喷洒酒精']"
374,口罩放到玻璃瓶里用开水煮十分钟消毒后可以反复使用,2020-02-08,假,伪科学,"['口罩', '消毒方法']"
375,新冠病毒欺骗性强，治疗时表面转阴，但不产生抗体,2020-02-08,假,伪科学,"['新型冠状病毒', '核酸检测']"
376,用吹风机最高档吹口罩30分钟可以消毒,2020-02-08,假,伪科学,"['口罩', '吹风机']"
377,上海主干道今晚12点大面积消毒，10点后不要出门,2020-02-08,假,谣言,"['上海', '消毒']"
378,钟南山推荐的防疫凉茶能预防新型冠状病毒,2020-02-08,假,谣言,"['钟南山', '中药']"
379,春节假期再次延长至2月20日,2020-02-08,假,谣言,"['春节', '假期延长']"
380,复方甲酚皂能杀死新冠肺炎病毒,2020-02-08,假,伪科学,"['复方甲酚皂', '新冠病毒']"
381,瑞德西韦的副作用比化疗严重，杀敌八百自损一千,2020-02-08,假,伪科学,"['瑞德西韦', '新型冠状病毒']"
382,白酒放冰箱冷冻室能制作75%的酒精,2020-02-08,假,谣言,"['白酒', '冰箱']"
383,钟南山：已挺过一个14天，2月7号起第二个14天,2020-02-07,假,谣言,"['钟南山', '新型冠状病毒']"
384,穿山甲是新型冠状病毒的中间宿主,2020-02-07,疑,尚无定论,"['穿山甲', '新型冠状病毒']"
385,季铵盐类消毒剂苯扎氯铵(洁尔灭）能灭活新冠病毒,2020-02-07,假,伪科学,"['新型冠状病毒', '消毒剂']"
386,武汉古田四路佳兴园，酒精全屋消毒后开空调引起爆炸,2020-02-07,假,谣言,"['武汉', '火灾']"
387,二氧化氯稀释后放进加湿器，可以有效预防新冠肺炎,2020-02-07,疑,有失实,"['二氧化氯', '加湿器']"
388,中国政府为控制疫情要杀2万人,2020-02-07,假,谣言,"['新型冠状病毒', '传染病']"
389,“猪场同款”消毒通道，可以有效预防新型冠状病毒,2020-02-07,假,谣言,"['重庆', '消毒通道']"
390,电吹风强档对面罩、面部和手部吹30秒就能消毒,2020-02-07,假,谣言,"['肺炎', '新型冠状病毒']"
391,气溶胶传播恐怖，不和患者见面吸入空气中病毒就感染,2020-02-07,疑,有失实,"['新型冠状病毒', '气溶胶']"
392,口罩嘴巴处垫一张对折纸巾，可以延迟口罩的使用时间,2020-02-07,假,谣言,"['口罩', '卫生纸巾']"
393,已找到破解病毒的离子技术，自制铜甘斯水可预防病毒,2020-02-07,假,伪科学,"['铜甘斯水', '食盐水']"
394,吃水果蔬菜会感染新型冠状病毒,2020-02-07,假,谣言,"['新型冠状病毒', '水果']"
395,收快递、外卖会感染新型冠状病毒,2020-02-07,疑,有失实,"['快递', '外卖']"
396,哈佛医学院为李文亮医生降半旗致哀,2020-02-07,假,谣言,"['李文亮', '哈佛医学院']"
397,顺丰、邮政、京东快递2月7日起停运,2020-02-07,假,谣言,"['快递', '顺丰']"
398,开窗通风会把病毒带进家，引发新冠肺炎,2020-02-07,假,谣言,"['新型冠状病毒', '肺炎']"
399,瑞德西韦生效，17-40小时病人好转90%以上,2020-02-06,假,谣言,"['瑞德西韦', '新型冠状病毒肺炎']"
400,长沙市天心区一失足女确诊感染病毒，并接触9人,2020-02-06,假,谣言,"['新型冠状病毒', '长沙']"
401,卫生巾作口罩用，或将卫生巾贴在口罩外可以防病毒,2020-02-06,假,谣言,"['新型冠状病毒', '卫生巾']"
402,武汉火神山医院是日本人设计的,2020-02-06,假,谣言,"['火神山医院', '日本']"
403,吃槟榔可以预防新型冠状病毒感染,2020-02-06,假,谣言,"['新型冠状病毒', '槟榔']"
404,大量喝水能预防新型冠状病毒感染,2020-02-06,假,伪科学,"['新型冠状病毒', '传染病']"
405,吸入病毒携带者的二手烟可能会感染新型冠状病毒,2020-02-06,真,确实如此,"['新型冠状病毒', '传染病']"
406,母猪开口说话，说吃煮鸡蛋能预防疫情,2020-02-06,假,谣言,"['新型冠状病毒', '猪']"
407,2月6日起宁波将封城,2020-02-06,假,谣言,"['新型冠状病毒', '宁波']"
408,纸尿裤材料被征用去做口罩，很多纸尿裤厂家已停产,2020-02-05,假,谣言,"['口罩', '纸尿裤']"
409,红糖、生姜、大葱白和大蒜熬水喝，不会感染新冠病毒,2020-02-05,假,谣言,"['红糖', '生姜']"
410,防溢乳垫贴在非医用一次性口罩上能过滤病毒,2020-02-05,假,谣言,"['防溢乳垫贴', '口罩']"
411,美国选择货机撤侨，是给中国送防疫物资,2020-02-05,假,谣言,"['美国', '撤侨']"
412,美国医生援助中国前集体祷告,2020-02-05,假,谣言,"['新型冠状病毒', '美国']"
413,预防肺炎的疫苗能防止新型冠状病毒感染,2020-02-05,假,谣言,"['新型冠状病毒', '肺炎']"
414,适量饮酒可以抵抗新型冠状病毒,2020-02-05,假,谣言,"['饮酒', '新型冠状病毒']"
415,新风系统会传播病毒，导致感染新型冠状病毒肺炎,2020-02-05,假,谣言,"['新型冠状病毒', '新风系统']"
416,湖北仙桃开来的轿车上有人被测出高温后逃跑,2020-02-05,假,谣言,"['湖北', '新塘']"
417,口罩接水不渗水，说明能抵抗新型冠状病毒肺炎,2020-02-04,假,谣言,"['口罩', '新型冠状病毒肺炎']"
418,2月10号疫情不好转，解放军将全面接管武汉,2020-02-04,假,谣言,"['武汉', '解放军']"
419,三天后武汉所有超市、药店关门,2020-02-04,假,谣言,"['武汉', '超市']"
420,有证据认为蚊子苍蝇可以传播新型冠状病毒,2020-02-04,假,谣言,"['蚊子', '苍蝇']"
421,钟南山院士在机场亲自迎接吉利德公司老总,2020-02-04,假,谣言,"['钟南山', '吉利德公司']"
422,使用酒精消毒，别往空气中喷，也别随便往自己身上喷,2020-02-04,真,确实如此,"['酒精', '火灾']"
423,楼上扔烟头，楼下正在酒精消毒，导致火灾,2020-02-04,假,谣言,"['烟头', '酒精']"
424,03年香港淘大花园42人感染非典因下水道传播病毒,2020-02-04,疑,尚无定论,"['非典', '香港']"
425,下水道有传染新型冠状病毒风险,2020-02-04,疑,尚无定论,"['新型冠状病毒', '粪便']"
426,消毒时，84消毒液与酒精不可混用，会产生氯气,2020-02-04,疑,有失实,"['84消毒液', '酒精']"
427,别迷信核酸检测，应用CT影像作为新冠肺炎确诊标准,2020-02-04,疑,存在争议,"['核酸检测', 'CT']"
428,出门回来后，一定要对鞋喷洒消毒水或把鞋放在门外,2020-02-04,疑,有失实,"['鞋', '消毒水']"
429,养宠物的家庭不会感染新型冠状病毒,2020-02-04,假,谣言,"['宠物', '新型冠状病毒']"
430,高温能杀病毒，让病人发烧到39.6度以上就能痊愈,2020-02-04,假,谣言,"['发烧', '新型冠状病毒']"
431,蝙蝠最怕高温，请把喝的开水滚开的汽吸下去，能解毒,2020-02-04,假,谣言,"['水蒸气', '蝙蝠']"
432,天津一男子喷酒精消毒后开车抽烟引发燃烧,2020-02-04,假,谣言,"['天津', '酒精']"
433,定期用生理盐水清洗鼻子可以预防新型冠状病毒,2020-02-04,假,伪科学,"['新型冠状病毒', '生理盐水']"
434,2月3日起北京1000个药房每天投放300万口罩,2020-02-03,假,谣言,"['口罩', '北京']"
435,2月4日成都市民可在天府市民云APP预约领取口罩,2020-02-03,假,谣言,"['新型冠状病毒', '口罩']"
436,李兰娟院士说谈恋爱可以预防新型冠状病毒肺炎,2020-02-03,假,谣言,"['新型冠状病毒', '李兰娟']"
437,老盛昌包子铺老板确诊新型冠状病毒被送医院,2020-02-03,假,谣言,"['新型冠状病毒', '新冠病毒']"
438,把饭做熟病毒就会被杀死,2020-02-03,真,确实如此,"['熟食', '病毒']"
439,2月4日起，福州将实施预约摇号购买口罩,2020-02-03,假,谣言,"['口罩', '福州']"
440,市面上常见的X露XX士消毒液可以消灭新型冠状病毒,2020-02-03,疑,尚无定论,"['消毒液', '新型冠状病毒']"
441,中央空调存在传播新型冠状病毒的可能性,2020-02-03,真,确实如此,"['空调', '新型冠状病毒']"
442,喷洒环保酵素可以杀毒抑菌,2020-02-03,假,伪科学,"['酵素', '病毒']"
443,泰国找到了新型冠状病毒特效药,2020-02-03,疑,尚无定论,"['新型冠状病毒', '泰国']"
444,新型冠状病毒插入的基因片段是精心选择，是人工病毒,2020-02-03,假,谣言,"['新型冠状病毒', '基因']"
445,特朗普同意将新冠肺炎潜在有效药瑞德西韦专利豁免,2020-02-03,假,谣言,"['瑞德西韦', '专利']"
446,国务院通知任何平台不得销售口罩,2020-02-03,假,谣言,"['新型冠状病毒', '口罩']"
447,2月3日开始，上海市各医院实名制进院，包括家属,2020-02-03,假,谣言,"['上海', '实名制']"
448,24℃下，新型冠状病毒在痰尿等物体上能存活好几天,2020-02-02,疑,尚无定论,"['新型冠状病毒', '传染病']"
449,震惊哈佛大学教授：新型冠状病毒诞生于人为基因改造,2020-02-02,假,谣言,"['新型冠状病毒', '基因改造']"
450,上海一居民家爆炸，因女的烧菜，男的做家务喷洒酒精,2020-02-02,假,谣言,"['上海', '爆炸']"
451,直升飞机冲破封锁线，电影一样，直达武汉,2020-02-02,假,谣言,"['直升机', '武汉']"
452,乳酸菌素片可以治疗新型冠状病毒肺炎,2020-02-02,假,谣言,"['乳酸菌素', '新型冠状病毒']"
453,新型冠状病毒感染者粪便里检测出核酸阳性 ,2020-02-02,真,确有此事,"['新型冠状病毒', '感染者']"
454,戴过的口罩放进烤箱，60℃烤30分钟，可以反复用,2020-02-01,疑,尚无定论,"['口罩', '烤箱']"
455,中央决定暂免武汉红十字会救灾物资管理工作,2020-02-01,假,谣言,['']
456,童子尿可以预防新型冠状病毒,2020-02-01,假,谣言,"['童子尿', '新型冠状病毒']"
457,德国采用雾化手段治愈4例新冠肺炎患者,2020-02-01,假,谣言,"['德国', '雾化治疗']"
458,金银花和绿茶能防控新冠病毒感染,2020-02-01,假,谣言,"['金银花', '绿茶']"
459,remdesivir可治疗新型冠状病毒肺炎,2020-02-01,疑,尚无定论,"['新型冠状病毒', 'remdesivir']"
460,国家一级响应：出租房2月免租，3、4月份免租半月,2020-02-01,疑,有失实,"['免租', '房东']"
461,中成药双黄连口服液可抑制新型冠状病毒,2020-02-01,疑,尚无定论,"['冠状病毒', '新型冠状病毒']"
462,挂烫机喷出的蒸汽可用于衣物消毒杀菌,2020-02-01,假,谣言,['']
463,口含姜片出门可以预防新型冠状病毒肺炎,2020-02-01,假,谣言,"['新型冠状病毒', '生姜']"
464,中草药洗液“洁尔阴”预防非典是良方,2020-02-01,疑,尚无定论,"['SARS', '非典']"
465,WHO认为：目前还没有专门预防治疗新冠病毒的药物,2020-02-01,真,确实如此,"['新型冠状病毒', '药物']"
466,藿香正气药物可治疗新型冠状病毒肺炎,2020-02-01,疑,尚无定论,"['新型冠状病毒', '藿香正气']"
467,双黄连口服液可抑制新型冠状病毒,2020-02-01,疑,尚无定论,"['双黄连口服液', '新型冠状病毒']"
468,喝茶可以预防新型冠状病毒,2020-01-31,假,谣言,"['喝茶', '新型冠状病毒']"
469,吃阿奇霉素片可以预防新型冠状病毒,2020-01-31,假,谣言,"['新型冠状病毒', '抗生素']"
470,特殊时期多喝陈皮水，陈皮能预防和治疗新型冠状病毒,2020-01-31,假,谣言,"['陈皮', '新型冠状病毒']"
471,武汉大学省人民医院发热门诊可做核酸试验检测不排队,2020-01-31,假,谣言,"['新型冠状病毒肺炎', '核酸测试']"
472,新型冠状病毒肺炎十大谣言榜,2020-01-31,真,确实如此,"['新型冠状病毒', '谣言']"
473,眼神对视会传染新型冠状病毒,2020-01-31,假,谣言,"['新型冠状病毒', '传染病']"
474,用过的口罩放到消毒柜里消毒，可以继续防护新型肺炎,2020-01-31,假,伪科学,"['口罩', '消毒柜']"
475,别吃鱼肉，特别是草鱼做的酸菜鱼水煮鱼，会感染病毒,2020-01-31,假,谣言,"['草鱼', '鱼肉']"
476,广州市民30日晚8点可用“穗康”小程序预约买口罩,2020-01-31,真,确有此事,"['广州', '口罩']"
477,用浴霸灯照射半小时可以去除病毒,2020-01-31,疑,有失实,"['新型冠状病毒', '温度']"
478,吃糖会降低身体免疫力，导致易感染病毒,2020-01-31,疑,尚无定论,"['免疫力', '糖分']"
479,南京自来水采用上限标准加氯消毒,2020-01-31,假,谣言,"['自来水', '南京']"
480,苏州市立医院一产妇感染新型冠状病毒,2020-01-30,假,谣言,"['新型冠状病毒', '孕妇']"
481,新型冠状病毒会通过血液传播,2020-01-30,疑,尚无定论,"['新型冠状病毒', '血液']"
482,出现流鼻涕和咳痰，不可能是新型冠状病毒肺炎,2020-01-30,假,谣言,"['流鼻涕', '新型冠状病毒肺炎']"
483,武汉第九医院：疫情期间，不能外出散步，小心被传染,2020-01-30,假,谣言,"['新型冠状病毒肺炎', '散步']"
484,1月30日传拿介绍信可到武汉市红十字会领取物资,2020-01-30,假,谣言,"['新型冠状病毒', '肺炎']"
485,海关代表国家征收邮寄的口罩,2020-01-30,假,谣言,"['海关', '口罩']"
486,亚洲人更容易感染新型冠状病毒,2020-01-30,假,谣言,"['亚洲', '新型冠状病毒']"
487,口罩水蒸过晒干、喷酒精、紫外线灯照射后可以再用,2020-01-30,疑,有失实,"['口罩', '酒精']"
488,武汉红十字会售卖山东寿光捐赠的蔬菜,2020-01-30,假,谣言,"['慈善', '捐助']"
489,花露水酒精含量70-75%，能有效预防新冠病毒,2020-01-30,疑,有失实,"['花露水', '新型冠状病毒']"
490,用棉布、保鲜膜、纱布自制口罩，可预防新冠病毒感染,2020-01-30,疑,有失实,['']
